Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2023-05-02,1122.733642578125,1124.9183663192375,1116.7774175173652,1120.502932336615,12981805
2023-05-03,1113.097900390625,1124.550363965914,1109.8553654503553,1124.550363965914,7061872
2023-05-04,1125.93017578125,1128.1608859926375,1110.5682517077162,1113.5808540727132,8635233
2023-05-05,1123.0555419921875,1132.070355910149,1120.4109532614366,1122.710643241075,8746585
2023-05-08,1136.9228515625,1142.3271172563666,1124.1595288288333,1126.8501042213315,9153782
2023-05-09,1140.4412841796875,1143.775913864938,1132.9442677723953,1138.3485333644492,6464721
2023-05-10,1148.2833251953125,1149.778129832015,1141.200187280597,1145.2477294196954,10872255
2023-05-11,1140.7862548828125,1154.2163810703305,1139.0613961591014,1149.364075371698,10557860
2023-05-12,1142.64892578125,1144.051757315763,1129.8396176320107,1135.9567952591362,6955341
2023-05-15,1144.9027099609375,1151.939739721961,1137.497666524498,1145.201743882978,6833343
2023-05-16,1128.597900390625,1149.6630024301353,1126.919028145329,1147.0873934225149,8717229
2023-05-17,1121.9287109375,1133.7490659137882,1117.191371647284,1132.8292142863272,8798967
2023-05-18,1119.51416015625,1130.06976575974,1116.3404831738465,1126.6431630117668,10525531
2023-05-19,1123.1475830078125,1124.9874080973839,1112.5229976264436,1119.5141626464333,8050447
2023-05-22,1129.1497802734375,1134.209147132453,1118.7322559476265,1119.9510199169827,7434906
2023-05-23,1128.9427490234375,1135.1289063430686,1127.5169242523293,1131.7484120670633,6092034
2023-05-24,1122.3656005859375,1133.289219015758,1119.2380320082138,1124.9643244224383,8112254
2023-05-25,1122.2276611328125,1126.3901693325233,1111.235184415201,1119.4451129070699,11487863
2023-05-26,1152.836669921875,1153.9864540857704,1127.1950596753331,1130.5295675737786,12626260
2023-05-29,1159.32177734375,1163.6452384529096,1153.1586128496867,1159.505723350758,10010304
2023-05-30,1159.0228271484375,1167.186769173749,1156.4470965049793,1159.3217394000424,11342504
2023-05-31,1136.0028076171875,1154.3774558237378,1131.9094008253908,1149.8470556240256,27107927
2023-06-01,1132.9442138671875,1142.9019942896937,1130.5295576525302,1140.7172705743162,14592692
2023-06-02,1129.24169921875,1141.9590346822804,1127.3100228982232,1136.5087828143126,15800644
2023-06-05,1139.3834228515625,1142.3730319825518,1130.7365009587406,1134.7610496550155,10908682
2023-06-06,1140.3492431640625,1144.1897241427466,1132.369368961236,1142.2350546076314,7493309
2023-06-07,1148.9962158203125,1149.847087752484,1137.2447182097753,1143.867869319204,10312545
2023-06-08,1149.68603515625,1157.5970517680912,1145.7075944279304,1152.6066646763027,12071109
2023-06-09,1141.545166015625,1153.7795216757206,1139.728334272378,1153.0666092600634,5877018
2023-06-12,1142.5570068359375,1144.8796901178716,1133.7491319706148,1138.5785661966224,6391969
2023-06-13,1159.436767578125,1160.6326599632348,1143.5228828371444,1147.5474317681535,11248016
2023-06-14,1173.69482421875,1175.1436422814688,1157.6659741863825,1159.5056774985358,13277380
2023-06-15,1174.016845703125,1178.6162256186926,1166.174809270879,1173.6718252978837,11813494
2023-06-16,1185.4462890625,1187.7459789685263,1177.5352730587344,1177.5352730587344,24171579
2023-06-19,1173.671875,1188.4819616823352,1169.4635018111705,1188.4819616823352,6798554
2023-06-20,1176.1094970703125,1179.2830522402323,1165.9448988949705,1171.7171779775124,6921096
2023-06-21,1179.421142578125,1181.9737583526196,1171.9241263505269,1176.0635197223305,6961603
2023-06-22,1166.1748046875,1183.5604996303855,1164.5650338891187,1175.6036186375406,7619166
2023-06-23,1156.6312255859375,1165.209046568994,1155.3663534471611,1163.1392889757458,6628570
2023-06-26,1147.80029296875,1156.9300731307371,1144.6497310811494,1153.0665988339256,12641159
2023-06-27,1148.21435546875,1154.2164456616667,1143.7069482681752,1148.2603419713632,9689466
2023-06-28,1163.415283203125,1167.2557643114076,1148.858122534924,1155.826293988266,11354006
2023-06-30,1172.958984375,1175.9026071655326,1165.232035378559,1171.1882607133946,11151555
2023-07-03,1203.06201171875,1205.9596479950922,1175.304656239271,1176.5465351169644,12154387
2023-07-04,1190.6666259765625,1207.3394084576307,1183.5375020016443,1207.3394084576307,8061643
2023-07-05,1188.7119140625,1199.9804320184342,1184.7104800642421,1199.9804320184342,10248062
2023-07-06,1213.66357421875,1216.2851697600067,1184.825414977871,1184.825414977871,19117987
2023-07-07,1211.294921875,1225.7140017030526,1208.7191911404568,1211.9388545586357,13375267
2023-07-10,1257.95556640625,1267.591319461394,1230.3362941808061,1236.7293907800665,33240016
2023-07-11,1271.5927734375,1274.0304228876103,1259.1284855320462,1266.1655148848793,20069348
2023-07-12,1272.99560546875,1288.7485363873388,1270.1899423635148,1272.3286795671413,18733835
2023-07-13,1261.6121826171875,1287.3687599835166,1258.9675937908025,1280.4237032933042,14682934
2023-07-14,1260.5543212890625,1269.8450541744178,1253.3792107177176,1264.8316740744726,15124144
2023-07-17,1286.3109130859375,1294.7507741656125,1254.7130776072017,1263.4519725977632,22220040
2023-07-18,1297.234375,1305.05329645308,1284.6090127694454,1295.6475974597397,25867313
2023-07-19,1307.0771484375,1313.5853334069866,1286.4489174776868,1301.6268963320529,39122156
2023-07-20,1305.4942626953125,1311.0254169756167,1285.6366098072242,1285.6366098072242,38717624
2023-07-21,1265.081298828125,1303.0274602708296,1257.5319701686863,1300.0874874022957,30249238
2023-07-24,1239.4931640625,1253.2215947663337,1230.473848478379,1236.3040366534851,23727866
2023-07-25,1238.6959228515625,1248.3630639992386,1235.8057077519509,1242.7820302957118,12026020
2023-07-26,1258.8275146484375,1269.1923607718525,1238.2972188920508,1238.2972188920508,12911012
2023-07-27,1247.1173095703125,1264.5331764043185,1240.9632693775272,1262.7393378624065,17226898
2023-07-28,1259.6497802734375,1267.1244112737568,1246.0459275213752,1251.7764779549534,20827852
2023-07-31,1270.3135986328125,1272.6306856896254,1254.716510209065,1259.6498398972315,8551174
2023-08-01,1252.3494873046875,1275.1720516779228,1248.4128969648145,1273.1788167397783,9536632
2023-08-02,1238.969970703125,1251.7515410802537,1227.6334469931028,1250.3562522921543,12748214
2023-08-03,1233.7625732421875,1246.2202918687997,1224.8678351372316,1233.463660989594,10168350
2023-08-04,1250.53076171875,1253.7448288603,1231.619968778671,1245.1739425970297,22885610
2023-08-07,1257.6566162109375,1259.9238237495372,1248.2634473949208,1256.2363875778824,5982870
2023-08-08,1250.0821533203125,1262.938542952321,1245.5476168482905,1259.7244759586704,9844072
2023-08-09,1258.3292236328125,1260.2228212029543,1236.3538808838612,1248.1887136254863,11486586
2023-08-10,1263.9351806640625,1270.6872884301433,1249.9825359283589,1258.2046301476128,15470598
2023-08-11,1269.26708984375,1275.0973995719821,1251.9260425884663,1261.941975515927,22179330
2023-08-14,1284.2662353515625,1286.782718888991,1258.229602973206,1265.2059255243446,9575812
2023-08-16,1283.2197265625,1287.031861487503,1271.1856189348807,1271.1856189348807,10203112
2023-08-17,1264.7076416015625,1284.689871678327,1262.1414001328303,1279.2084752805267,13673744
2023-08-18,1274.0758056640625,1284.440651746059,1250.032409055295,1261.3439930765394,18639978
2023-08-21,1255.738037109375,1273.403057784055,1253.5703454061634,1265.6792722383425,9221746
2023-08-22,1255.43896484375,1264.6826161104336,1245.2735154216373,1254.1931930195988,7713044
2023-08-23,1256.8343505859375,1267.1244996417786,1254.21822955338,1257.83096812215,9517952
2023-08-24,1235.7060546875,1265.6543373767377,1231.3209133840314,1265.6543373767377,14140020
2023-08-25,1230.00048828125,1248.263455848564,1217.1690375873975,1223.8463263728836,22222400
2023-08-28,1217.741943359375,1237.798869485294,1211.438386668476,1231.8191648017903,12580826
2023-08-29,1206.0816650390625,1222.5756121252018,1200.0022007952118,1221.8780285188975,16876644
2023-08-30,1204.935546875,1217.3683263678636,1203.4156807934467,1211.8869298921998,12168946
2023-08-31,1199.42919921875,1208.3987570026875,1195.8911583187871,1207.4021394711388,21638600
2023-09-01,1202.2445068359375,1208.7225203155078,1196.7631108147625,1199.2048965822742,18112842
2023-09-04,1201.2728271484375,1207.7259008493393,1198.5820086782048,1202.2445048372767,9347626
2023-09-05,1207.701171875,1212.858594599831,1202.1449561491547,1205.9072116575028,8675876
2023-09-06,1210.242431640625,1213.9548074808367,1204.5368208088998,1206.4553581511952,8200370
2023-09-07,1211.8868408203125,1215.0012704071246,1201.422357408624,1206.754236529765,13652572
2023-09-08,1219.95947265625,1223.8463052862799,1207.3771765615925,1215.8733651866949,23109288
2023-09-11,1233.1148681640625,1234.236062839516,1221.8530418720986,1221.8530418720986,13271074
2023-09-12,1215.30029296875,1237.3005747017125,1213.8551246595125,1237.3005747017125,16255666
2023-09-13,1221.379638671875,1227.159946953354,1209.0215578194573,1215.8733028663476,12803338
2023-09-14,1222.5008544921875,1228.729713733621,1218.3648676243943,1225.8394987141144,9209636
2023-09-15,1224.7681884765625,1229.8259735378333,1220.6072618237126,1229.8259735378333,25468592
2023-09-18,1214.1043701171875,1221.354787003095,1211.9118602069937,1215.8983303400107,7516300
2023-09-20,1187.046142578125,1209.694372637889,1173.5171086509097,1207.4270434892683,57081884
2023-09-21,1178.4005126953125,1191.0077479349486,1176.0086064524028,1183.458297657559,12226182
2023-09-22,1173.4921875,1187.1956783704497,1171.0255834748014,1183.9816112068631,19176786
2023-09-25,1166.2667236328125,1176.3574761147186,1163.600844736979,1171.2248715084886,14254884
2023-09-26,1167.2882080078125,1171.1251609235717,1163.8499264102609,1165.3199128423328,10087782
2023-09-27,1180.443603515625,1181.8887719515524,1165.2950654817153,1167.786609346333,11722778
2023-09-28,1163.1025390625,1187.4697890502082,1158.5678806301862,1187.4697890502082,14518346
2023-09-29,1168.5340576171875,1180.5433475545983,1163.1025407244908,1166.9394938956318,12342014
2023-10-03,1155.1544189453125,1163.8500042507808,1154.0831037597964,1161.0344867242761,8859056
2023-10-04,1153.1611328125,1155.5779788871073,1143.6684485524847,1150.5948914404187,10286386
